Username,Adjective,LogNumber,1,2,3,4,5,6,7,8,9
grims2,0.001670302693275081,1.0,0.37039334683018893,-0.08026614342408,0.09240000757209509,0.319373156186769,0.012445620156272881,-0.02370054274536439,0.3094523486949245,0.7880286895458235,0.16841187518735992
grims2,0.00014018069379702903,1.0,-0.42283995279834563,-0.2848141237501738,-0.1933106630529557,-0.3128513967786203,0.07626308343339493,-0.27738254631972065,-0.5130015442490871,0.29063561435478225,-0.41766673399098425
grims2,0.004889603922706608,1.0,-0.5124490536791194,0.3969106440718174,-0.28748786154735917,-0.3457252424159082,0.18907754171682584,-0.038464188090018746,-0.5172060850437292,-0.12992497049160753,-0.23679157779500914
grims2,0.003126280046184283,1.0,-0.35644375484621643,0.04361347086117806,0.08990349533406373,-0.30286280591822023,0.2504684091482126,0.5802088670921152,-0.5317591901495549,-0.03714877555387521,-0.29616308993764984
grims2,0.0035719944929007838,1.0,-0.22805567511898878,0.6012676724661561,-0.4414360360478479,-0.10390828521322619,0.38427319589507464,-0.42741019974253897,-0.2153435249709782,0.02361490023152154,0.05940727437209257
grims2,0.014150036764506336,1.0,-0.30749557072891154,0.14231550493742717,-0.0015107342286025211,-0.2995458239449177,0.49961802308375525,0.5645383235312718,-0.3220110509424737,0.036113649274324956,-0.3494936161894126
grims2,-0.0013125744207724038,1.0,0.33676224644618225,-0.16251743598032165,0.47737035933565813,0.3749281608598512,-0.5339858633929869,0.2654506165664618,0.11632764834822337,0.2631747930466693,0.2309278263623578
grims2,0.000490446560159717,2.0,0.49982265852586727,-0.03345278663432594,0.3839857093184502,0.4513420822219179,-0.14226694244662885,0.1774892734235601,0.2754919851660775,0.4151683988056923,0.31289065597131394
grims2,0.007153914611593906,2.0,-0.273907020510873,0.4707201925654305,-0.5098745229491151,-0.16916879463981715,0.3886404259173047,-0.32932762372631574,-0.045866096885855134,-0.39101724766993223,-0.01763754427993922
grims2,0.006746901580834048,2.0,-0.3798393348181074,0.03891451076833374,-0.1794130528208383,-0.5411041999458357,0.053927749726029484,0.469888835885533,-0.31055569110630465,-0.0916244886910475,-0.44797470617022406
grims2,0.004408906342646999,2.0,0.25266047240710227,0.3284338870950123,-0.1768367600706366,0.409656872561099,0.30425157594438085,-0.4373087932470969,0.35584283591306476,-0.15282739055660133,0.4420582962132896
grims2,0.00013026123219624225,2.0,-0.1325907376985278,0.557091265283795,-0.5014640312657591,-0.03514837411572602,0.25506872823084376,-0.525767486595059,-0.14199896699029607,-0.20852446258122329,0.11928860533131441
grims2,0.01666457702966551,2.0,-0.35323499245596623,-0.153173267011099,-0.30182547510524826,-0.5705974597448944,-0.14270620998605554,0.248111070705969,-0.35396926054449196,-0.19308471607493144,-0.4365579012231337
grims2,-0.002306464281855542,2.0,0.30990814557867097,-0.1326535484691117,0.5210568237097233,0.3833756679054953,-0.484002756380053,0.33996337824598816,0.06138624029929283,0.05420273545761169,0.3336808165672834
grims2,0.000418619785867473,3.0,0.4729325268411229,-0.02469697254383807,0.4212040044981898,0.43191270415030836,-0.055028401744929865,0.17245526101477043,0.4142453009565381,0.025863625364904292,0.454671803237493
grims2,0.009739827954184578,3.0,-0.32818697064490215,-0.32625954820649095,0.16589673255906903,-0.47358510856069036,-0.27948664304073817,0.3593203011057995,-0.3136865972702297,-0.16852778670095767,-0.4472344798386646
grims2,0.0006299684849258562,3.0,0.31103470987917975,0.36686365651912856,-0.11764724259145794,0.39855807481175215,0.2559663402364833,-0.39003956997696765,0.4196470352174858,-0.06421487639865926,0.4450867736623588
grims2,0.004529003997856121,3.0,-0.2394326210605736,0.1879098240312782,-0.5540302736496877,-0.2908699476459497,0.2720754532340884,-0.3580565357545121,0.0209049126302012,0.2713346997107498,-0.48940573939466314
pedro,0.0003124428883179305,1.0,-0.1203789698636069,-0.6337374613822992,0.3708194664706067,-0.2643028327780344,0.24857244433958797,-0.009885445880388175,0.39266189516662897,-0.22071622687449016,0.3342718514629733
pedro,0.0065596835642054594,1.0,0.13743541835566503,-0.2855720408607162,0.4904962463811847,0.4762154833566932,-0.21039211695567467,0.4932137622439024,-0.15368628882137983,-0.16910312599849134,0.3040597971112634
pedro,-8.673686992575007e-06,1.0,-0.14561949064169719,-0.4288627022260265,0.06781478782871017,-0.09168789826723331,-0.7914298202087722,0.10686482557017765,0.30804784920872674,-0.161419526716758,-0.15210272246186138
pedro,0.0002712597674514865,1.0,-0.510643047674652,-0.013442991859278552,-0.1864028146472284,-0.48283251039808656,0.19365706470549082,0.2472916684101985,-0.507321021873704,-0.24272644790271528,-0.2371555306202907
pedro,-0.0006112274922227212,1.0,0.052438483491515704,0.010292428938524778,0.5564910934438644,-0.11264104811308297,-0.183385591347681,-0.043647369112971235,0.05427475979697894,-0.2236329515276851,0.7656899594802506
pedro,0.0005043228101609011,2.0,0.14427747308747563,-0.14083977017071503,0.6717148727112293,-0.050593315627735655,-0.08153077606257268,0.16638154512352957,0.09736552910353115,-0.06463025810047716,0.676461686695765
pedro,0.0015454702446501588,2.0,0.25695513597402436,0.122087921052632,0.4006243937279565,0.3216953892267352,-0.013061258116374468,0.6103917460643956,-0.2506608627843246,0.34084986233461234,0.32143831821603486
pedro,0.0008992200372153772,2.0,-0.029662660617262228,-0.4795006098530316,-0.004168489034820395,0.3431821880995462,-0.11896831967235937,-0.27442717741713946,-0.28182742531790256,0.4988256357069968,0.483415403039083
pedro,0.00013615303020721943,2.0,0.10501891394857897,-0.27313884966722346,0.522412785981891,0.3403706696668383,-0.12085548017141075,0.5534537283762486,-0.1064626833823624,0.02251531586264947,0.4391361586641593
pedro,0.0007578274066322579,2.0,-0.4355571062031708,0.20210979593217138,-0.5453068259886884,-0.1600144756391472,0.20742867266048123,-0.28429571145683796,-0.28614654438129705,0.0440807777670467,-0.4886755622249821
pedro,-0.00040895425266757697,2.0,0.40511877728407525,-0.1670874404574646,0.5454228483945587,0.4027538608095913,-0.045427194370043646,0.2605917057469506,0.1495025541021691,0.03467910789324736,0.504716243334392
pedro,-0.0010320090552319128,3.0,0.23391065365501768,-0.21773355222093982,0.5808206672165155,0.3507948502252802,0.14316622280077218,0.2210444904885999,-0.23091811905843102,0.09239344310815069,0.5533997395809398
pedro,0.00012337553525236804,3.0,0.4211230954571689,0.009709627398429399,0.39405715606145075,0.45813332619223085,-0.09146983946617128,0.4403198788272986,-0.09386319289833277,0.37626400423331374,0.3236674956061386
pedro,0.007279627471676948,3.0,0.44694363226322453,0.4040292509786557,-0.28471779259377183,-0.15504078102569213,-0.13911566636455153,-0.38893677875196325,0.4807697567375901,0.0050097613313885075,-0.3607079781988873
pedro,0.00031769221331338703,3.0,-0.5718176248775009,-0.067164537616339,-0.39266781728033345,-0.3747065231212918,0.10380286545074978,-0.1614569572008413,-0.41013356935785983,-0.1831014341472293,-0.3678878521554586
pedro,0.00029848238643946206,3.0,-0.2276582210277394,-0.45460792024002894,0.1054285907581021,0.06702368133112863,-0.5241001610365559,0.2807687924134145,-0.13510236655759503,-0.5603054435076044,0.2004721391604255
xxx,-0.00048510590887189354,1.0,0.36653698197787343,-0.2551237872691259,-0.17773746558790832,-0.18769269295575766,-0.2243577439045812,-0.14053204791258314,0.7404966855120227,0.05356127245416224,-0.33534092420662687
xxx,-9.995814847100708e-05,1.0,0.12104770524511607,0.23498387704569756,0.15038366845861859,0.19705935602976998,0.7241927594314633,0.1093524230068334,0.16631257588134887,0.32747929077050364,0.4442597540125147
xxx,9.575660712673938e-05,1.0,-0.4413803612542697,0.3194653069199276,-0.41154868592407406,-0.2861734006836763,0.26357936358950973,-0.09000321868210961,-0.2669128589069084,0.398461801314772,-0.3798273510276108
xxx,0.00014474185380027418,1.0,-0.42982492324894905,0.5686707973876958,0.06904633176127807,-0.4556150186747294,0.18469537758182927,0.243163220976311,-0.3217083665554563,0.20668533644928025,-0.20013940748941733
xxx,0.0003756611914561918,1.0,0.3085396343186948,-0.02660326134530555,0.48730521350024186,0.5428013761573315,-0.3130775901627921,0.3155331712297491,-0.09469830746385587,0.028146739841836382,0.40577960455003675
xxx,0.0007088759432062794,2.0,0.465873422398619,-0.08055904945775694,0.4400512620535412,0.5426074370208452,-0.18272528016291198,0.15618428003045465,0.2338822942230504,0.022295137388093876,0.4188367126534848
xxx,0.00018002083112153162,2.0,0.5983709785392058,-0.15629949921507413,-0.05147044208516147,0.22362672172385678,-0.20043883062452345,-0.2078912849427285,0.691650136460154,-0.02098637949030005,0.051474954521812895
xxx,0.00011058768331032139,2.0,0.39548872904798493,-0.12116697028992818,0.212888468707723,0.1471353446182376,0.1095645159486228,-0.20653542981292375,0.5170104858845653,-0.4842183034897306,0.45333039374168455
xxx,0.0004983225854901233,3.0,0.5496397693974164,-0.0657126019926132,0.18988577109143626,0.05283832445714365,0.07437704859741062,0.018066283128758943,0.7194403361690035,-0.13119121055497454,0.337736015644896
xxx,0.0004234691762635843,3.0,-0.3735553460375241,-0.15752309144766696,0.4131753296119608,-0.32642350894355593,-0.04796662405957685,0.5899202624736478,-0.4005662820179233,-0.11848520406861104,0.18324277869287528
xxx,0.0010452363977555357,3.0,-0.4078758098129914,0.37254246075599895,0.004422955488754074,-0.3176501053644176,0.3297542237549764,0.46800005950028656,-0.3357705002470858,0.39160746168982535,0.008255305332649667
xxx,0.0026553423046143288,3.0,0.19966447507082394,0.3421954246148936,-0.48949261181225456,0.18768984088208363,0.22904690569308758,-0.4545855561103867,0.1980407446730531,0.3893909262748966,-0.3438749082596067
xxx,-0.0002789967721966751,3.0,-0.35916022730104835,-0.15579049419774005,0.35804409404558557,-0.4431946447841009,-0.05302430570696715,0.48777619608700984,-0.31663834239404676,-0.4248839378027529,0.024347313092236936
xxx,0.0005294751091056855,3.0,-0.15961924857879398,-0.2551237951680293,0.2790945938221614,-0.07141206511315797,-0.1273054631179791,0.23580503174823592,-0.19991749334733694,-0.8276881530244218,0.17203108014829263
xxx,0.000138945675216249,3.0,0.2118192006196242,-0.3687059676451191,0.5278255154668202,0.42258948034319227,-0.033659899454457076,0.19397610922401043,-0.07301204436767243,0.0054093930189781335,0.563814820717447
slasto,0.000231861271708699,1.0,0.5436122450451726,0.15691052055975396,0.20623168702812045,0.023493584878703375,-0.17126977917258945,0.031899025139177535,0.5507084199393882,0.46246950782467083,0.2987853138748767
slasto,0.00011702693584248577,1.0,-0.0014517914157911645,-0.3431613807495306,-0.2949051348421987,-0.050754540828705536,-0.5373287454162786,-0.2836035616529294,0.191565739764741,-0.4189863825423221,-0.4596660906053005
slasto,0.00034559853203510973,1.0,0.34649643032800953,-0.14520749693079693,-0.07788046323569262,0.1261967433164369,-0.3527640848486552,-0.11821619393989849,0.7870968104058534,0.2214356964093413,-0.1728909985032641
