Username,Adjective,LogNumber,Label,1,2,3,4,5,6,7,8,9
grims2,-0.0005227312195155,1.0,-1,-0.0557781941682967,-0.0315950420874405,0.0003729345991846,-0.0509561717136908,0.033558872536655,-0.1845651570945016,0.6600291337071692,0.2877197627433768,0.6630854104112812
grims2,-0.0014451516688454,2.0,-1,0.0288172464758113,-0.2357979382916933,0.2075064642731657,-0.2455932580251067,-0.2395711972730662,-0.0348485514756267,0.0136590319219156,-0.4553250227942032,-0.7576791483616375
grims2,0.0030360674441917,2.0,1,0.4646026606489332,-0.0894869505332317,0.6209286607508527,-0.1879341233186015,-0.0670659156978682,-0.201488062541554,0.3696670920160363,0.0113272227030147,0.4163982176521865
grims2,-0.0042873341183419,2.0,0,0.0325895539998477,0.5214366757396071,-0.4306843303163827,-0.1075636337266481,0.3914947047998912,0.0322343013276873,-0.3857940798126407,0.4262347389080749,0.212514723593949
grims2,-0.0039010406111455,3.0,1,0.0205340693627404,-0.4187500976770104,0.3906585534386356,-0.5155386765075669,-0.3512670100939185,-0.0747879410058935,0.2366798883337957,-0.4698356627828579,-0.0093705536885674
grims2,0.0175337811966971,3.0,1,0.2823766510897551,-0.3895234402985839,0.2393435101928854,-0.0601086558032087,0.1293311578945244,-0.6216670679116593,0.4306668488066235,-0.3146338513003398,0.1413211351144657
grims2,0.0312625993477486,3.0,2,-0.8434304455990549,-0.3256489346062237,0.1935871022653573,-0.0285243579998412,-0.3407670805198602,-0.0536842943242312,0.0952076326544709,-0.0955300715314916,0.0842232459479555
grims2,0.003423702438333,3.0,1,0.0465091031510798,-0.5585035164181038,0.4878424176913284,-0.0129173324098922,-0.4157209855478818,-0.0448978136327794,0.3422892041255807,-0.3770574794118881,-0.1165317551653226
grims2,0.004466350350066,4.0,0,0.0150021719334328,0.2953675368851332,-0.3162265892215697,0.7247246734793643,0.3129443778530241,0.1334916382467422,-0.2396495244200265,0.3264354462221235,0.0869577408550486
grims2,-0.0998908568612435,4.0,-1,-0.0597357014746553,0.1757379053175135,0.6909324651058897,-0.0286265679627141,0.4537053050239581,-0.3580537024347111,0.0825766446786789,0.3122539934297838,-0.2212877461135046
grims2,0.0019575639297441,4.0,1,0.2112939287092539,-0.2465056455404006,0.4232547810503783,-0.0914899231250345,0.084839423555562,-0.5915092009894287,0.469879156112965,-0.3327663800034855,0.1359193843329308
grims2,-0.0027136955813123,4.0,0,0.0195255581823861,0.5013729624042896,-0.4146212641733154,0.0425891937243245,0.3698757678866223,0.0803512811224436,-0.3392432809515105,0.5434367107648965,0.1443793568880106
grims2,-0.0038516366543191,5.0,1,0.0139544362841328,-0.4005416605592576,0.4436012988018238,-0.3830141835728427,-0.3911546036874945,-0.0349015904512757,0.2215014933777399,-0.5402915991065549,0.0263003063128874
grims2,-0.0022885604477541,5.0,4,0.2542211159337437,0.2545225879251662,-0.2565577488135648,0.0681432362990184,-0.1601352543011832,0.7147169862754926,-0.4475414947381467,0.2301519281578151,-0.1019682677682018
grims2,0.003378172027389,5.0,2,-0.8141455231663087,-0.3264135996746647,0.2678588127360804,0.1090070855434502,-0.3633829319092583,0.0396999538009822,0.1063083029589994,0.0026425374613871,-0.0453724694016012
