Username,Adjective,LogNumber,Label,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
grims2,-0.0011989130980867,1.0,-1,-0.1794203766996996,-0.1767997181599502,-0.0068223658923971,-0.0435000654238011,0.0524708325295424,-0.0546643144597145,-0.0301935574691014,-0.2020016140784568,0.0674593650682948,-0.0593786004311715,0.1045786896175146,-0.1781163107556114,-0.0623536816131867,-0.4643171217520803,-0.0136141488664085,0.5454499426755361,0.3054780704847528,0.4753091571205903
grims2,0.0367108891949957,1.0,0,0.1184495594260026,-0.3785623889203204,-0.0987700540014957,-0.3507928512189631,-0.212139924518086,0.2037079545291348,0.4489957449021945,-0.4371274862301569,0.0150462090477068,-0.0847461269153055,-0.226608387567977,-0.010878550950679,0.3122318889209676,-0.0821333319939757,0.2167670246418937,-0.109933279982662,0.0007169642055739,0.0921127390748907
grims2,0.0008075503073783,1.0,0,0.2241317096596798,-0.3872005108932519,-0.1458109827733424,0.2074024223744371,-0.1835610961980971,0.289035982351709,0.3437952796131494,-0.2791177144412827,-0.0475454228603816,-0.1059608922795734,-0.158210004821449,0.1264136827564395,0.3589429645543263,0.1355963999458161,0.3579264845797537,-0.185670370319177,-0.206656219484848,-0.1233230700306284
grims2,0.0024596278394746,1.0,0,0.2342504380555948,-0.17799249819821,-0.1587037707291237,-0.0170494484783338,-0.2745918861410052,0.2276950450807223,0.2519030355873057,-0.0817145049233746,-0.1905618254171711,0.0271228127848125,-0.2146963818258993,-0.0219842687818493,0.2444957522811679,-0.3620601285882446,0.2634757617916476,0.3426212584539312,-0.1245569769973808,0.4623563999152335
grims2,0.0052896099094501,2.0,1,-0.287570262553219,0.2471273389056717,0.2282419307083193,0.0131104324152558,0.2097807854252816,-0.1898005340336835,-0.293628652870935,0.1741879469447263,0.1957789784906383,0.2514240132493923,0.2177958371310508,0.0923297665061895,-0.3200446238805531,0.3452120953660749,-0.2929444145797749,-0.2337537040345643,0.2378983930007678,0.1766851319115273
grims2,0.0038759896590212,2.0,0,0.3839939687329394,0.1974214268895101,-0.1512618620382637,0.0255110157250538,-0.106559753556543,0.0782743185489563,0.1464663816327344,0.1950040146560023,-0.1507711849305639,-0.06245238748713,-0.1592418966589339,0.1026372205303815,0.1471777984823504,0.1963270361227002,0.0351216182088394,-0.1952695423682926,-0.3078897667098698,-0.6754195443458696
grims2,0.0053797400114958,2.0,0,0.0140129143140519,-0.3192443999689875,-0.2411616581623648,0.1745795084729799,-0.0840892718129338,0.092594784872876,0.1512011027438345,-0.3987626521551237,-0.1158979670797186,-0.0600039698975551,0.2145790375703827,-0.5083357574538484,0.2008276294002224,-0.0823153702616724,0.1730359636230106,0.3221456310250996,-0.2582168907624495,-0.2067522246562504
grims2,0.0034123558787594,2.0,-1,-0.078593984756495,-0.445409453738917,-0.1978849563977348,0.2299968460295199,-0.0121736723535285,0.332015264237507,0.2741470488240171,-0.4492131216816741,0.3197561713574952,-0.1031500096527564,-0.0835620317593675,-0.0280863187539526,-0.0032920016270584,0.0314213146720664,0.3600383117617681,0.1173249317063462,0.0529183775537184,0.2195414022408202
grims2,-0.0041849108072977,2.0,1,-0.340986812899854,0.1479100005686019,0.1625660270225652,0.0170286806595796,0.3271897048758014,-0.2827611972531337,-0.3107743324905,0.0955913995528437,0.2331394839147989,-0.070537322877186,0.2467932856912361,0.0192779749818413,-0.3146834628698985,0.2690065466708707,-0.3196463495892194,-0.2346814213471624,0.2774685071663804,0.1271664389089809
grims2,0.0047090632851182,3.0,1,-0.3170642608783792,0.1549667420140833,0.246676339242242,0.0105587126690713,0.262040451613198,-0.238559327705537,-0.2921895574396936,0.1323776486657866,0.2252853779870513,0.3738900395552301,0.2406200943880791,0.0575825435677352,-0.2948077564077175,0.2129727415477407,-0.2700762246808583,-0.1794569708346662,0.3015849257066276,0.0767531559905534
grims2,0.0073313029756022,3.0,0,0.4693261102739067,0.1280201449917478,-0.3718335892257097,0.0452922766151639,-0.2448657404637093,0.1005634878367372,0.1680801023145081,0.2216927584491687,-0.2389842140780186,-0.0526110033916435,-0.3537816220747167,0.2931155650974072,0.1948034585734862,0.0876492030286589,-0.0421032298072278,-0.0834333416647461,-0.308287988585231,0.2349378405124059
grims2,-0.0021202532349494,3.0,0,0.0902321031577129,-0.3377773245891244,-0.2770589808922817,-0.143501746699086,-0.3062637289897125,0.1886499337626225,0.1875163521732749,-0.3573380203914413,-0.3374267212238257,-0.0337622628084174,-0.0544718201991994,-0.3138794563257324,0.3615241217515424,-0.1244563216595566,-0.0590803846320124,0.2497450952002127,-0.219157637833303,0.1077250567960264
grims2,0.003202984150748,3.0,0,0.2550154759410351,-0.2553004918370019,-0.261890192004625,0.0430027660836104,-0.3449649856431831,0.2840639873091667,0.3668542120875016,-0.1999650744658788,-0.2607265749786414,-0.0218346923488629,-0.2652935196616497,-0.0431038780703223,0.3192268959045578,-0.2104212193730695,0.256083631859141,0.1691465455399523,-0.2062355557712036,-0.0386359827357512
