Username,Adjective,LogNumber,Label,1,2,3,4,5,6,7,8,9
grims2,0.002046961482406,1.0,-1,-0.0410214174537781,-0.2737194113679468,-0.3583351461984104,0.1570698645024756,0.0160596554446543,0.023097083170843,-0.7047767603032222,-0.1960054574202488,-0.4841488395406694
grims2,0.0002336785003997,1.0,-1,0.2749346208531709,0.3338632683703295,0.2305081076361435,-0.1080123876887107,-0.2544165588687318,0.1041085326889754,-0.0171741393494879,0.5037425806353258,-0.6469371670389643
grims2,0.0040990121813377,1.0,-1,-0.1836321160965516,0.1427091317038635,0.1323999602495052,0.7341050860371309,0.2868811253749013,0.0299433380990873,0.3911185314389598,0.344709501444491,0.1856814294231215
grims2,0.0078994746958106,1.0,7,-0.5141994054313626,0.3383327792457604,0.2682570577694456,-0.1299557100734923,-0.2215907216401472,0.1464375804469507,0.0618498286069911,0.5910661282994085,-0.3294671214435848
grims2,8.881856989990601e-05,1.0,-1,-0.1200465490926549,0.160984907676117,0.2244184415452076,0.6188700871187228,0.3990800870704107,0.0518505150776752,0.4011799486131799,0.372891591718009,0.2536966333287261
grims2,0.0069847042642751,2.0,-1,0.2950358628556196,-0.2706642787362008,-0.497620384230152,0.665191503689778,0.1229463788577956,-0.016207525206041,-0.2571892684421561,-0.1650075071352332,0.2020807049237439
grims2,0.0011142101518992,2.0,-1,0.4211057673221487,-0.2772045177713512,-0.37443084136058,-0.0682986126306484,-0.0505278342433409,-0.1957214765312151,-0.71786689268118,-0.131497602473869,0.165770863341312
grims2,0.0419965950933225,2.0,0,0.3788513524656179,-0.3161833347554213,0.1932929309918974,-0.0561193902975582,-0.1576976110832718,-0.8076420680962964,-0.0405898263253153,-0.1498215571436802,0.1214081081839061
grims2,0.0021056788453546,2.0,-1,0.3689701922029772,0.2797884080496414,0.3826290485950091,-0.1424374870181403,-0.4166226444629972,0.3214076362730199,0.3327610198901155,-0.4114588824709569,0.2489586563939319
grims2,0.0031810302986218,2.0,1,0.2994030630757467,-0.3876701372174617,0.3777832910407968,-0.1348914287648835,-0.3900335924093864,0.317461398290247,0.3793908148946325,-0.383312658701972,0.2353291962911744
grims2,0.0013386051368726,2.0,-1,0.2710647779828345,0.3399542240727295,0.3893671298408263,-0.1448349102391014,-0.4015970791667426,0.3281593892389097,0.3931606779510701,-0.3982877098483157,0.2370524866009627
grims2,0.0033135462644497,2.0,1,0.0203179802941917,-0.6090969228398012,0.3994699066854937,-0.1001907109955318,-0.2766685070486678,0.2364259277075487,0.3371190252659771,-0.3968313169582299,0.2353863206449004
grims2,0.0022263087666322,2.0,-1,-0.628282306428627,0.438684753998985,0.2944989615856756,-0.137249865200161,-0.2504411283394131,0.1722479558255627,-0.1045144254297614,-0.38497151294611,0.2360792625626788
grims2,0.0082912267617454,2.0,-1,-0.1534102333218584,0.320381964172875,0.2543428025791059,-0.1649373527242027,0.7834134987490301,0.0776095824166743,0.2160459951871138,0.2645487119043924,0.2133172648560162
grims2,0.013145112467361,2.0,-1,-0.6378038698701745,0.255596892678714,0.2703072785700627,-0.121916811008908,-0.369157204421403,0.2434998389021413,-0.0912388296589519,-0.391600034607166,0.2875802394352176
grims2,0.0097600550459113,2.0,2,-0.5036199653660762,-0.4254079471942041,-0.4659840070977175,-0.1063694876579113,-0.3009084856295865,0.1691591938341933,-0.3486954067739243,-0.2335815836190968,0.2040339522713567
grims2,-0.0047927244736853,2.0,1,-0.0707575016344466,-0.4530018309523445,-0.4256510636802675,0.1015508091912568,-0.7159877611593486,-0.0070009042944139,-0.0665423337509076,-0.2678667779585902,-0.097073902522171
grims2,0.0072636804969932,2.0,2,-0.4483768826863423,-0.467699291709538,-0.5382795300469448,-0.108000862771753,-0.2334248401225232,0.0052925277501859,-0.3533332084412193,-0.2283837983592732,0.2174576335824626
grims2,0.0163006860896502,2.0,0,-0.0445513946072816,0.306861101466015,0.217172899507304,-0.0570389890822695,0.3566508394617759,-0.8039125670491336,-0.028480303411022,-0.2364216761789877,0.1524872115676963
grims2,-0.0038201370948452,2.0,-1,0.0082084544316293,-0.3777600119192918,-0.3052908142360098,0.1325984364863657,-0.80605176673929,-0.1605467507932745,-0.078501802444669,0.1168225484297018,-0.2261424714479483
grims2,0.1028970042627361,2.0,-1,-0.5448717329297164,0.4776039523001085,0.3155560669951104,-0.0657008770920537,-0.2722911691693492,0.2214375578219629,-0.2336077605270735,-0.3613524399185434,0.250582877104702
grims2,0.0011008030754441,2.0,2,-0.3189103123512272,-0.4799521343691442,-0.513306925092426,-0.0153840564214916,-0.3926958711263232,0.049446789118095,-0.3869450904260554,-0.2996881052217388,0.0895935113763749
grims2,0.003175718998513,2.0,-1,0.3806009633187693,-0.3442105135729099,-0.7274597203634584,-0.0520799175944875,0.2521034202085515,-0.1480768394900139,-0.0011937175277489,-0.2028758829402694,0.2794801116076752
grims2,-0.1041055287043707,3.0,-1,-0.1214972898923862,0.2331070730061781,0.4787781026801521,-0.7566552945243257,-0.1700664456537587,0.012539445460056,0.234911730009402,0.1202436198313854,-0.1744187836492495
grims2,0.000307884919947,3.0,-1,0.3304860979425782,-0.3087358097879504,-0.4488699614331058,-0.0826359059437515,-0.017121123304848,-0.0504586156135687,-0.7261456136657729,-0.1353043628885563,0.1967594368196503
grims2,0.0003412651811868,3.0,0,0.1731277041802122,-0.2765047757580035,0.2152506314913271,-0.0664948242922817,-0.1564987483749004,-0.8784607960051782,0.1125278107999251,-0.1494230585749788,0.1079005283348641
grims2,0.0267583860428085,3.0,2,-0.448900166962555,-0.4598852611085571,-0.4993660242470361,-0.1309732728894433,-0.2020763893242932,0.1871364435663201,-0.3975457755110876,-0.219346905719601,0.1961202131958153
grims2,0.0700283779452685,3.0,0,-0.0507219622764758,0.2592477110314916,0.1749229846588045,-0.0559211052583176,-0.2885428603368696,-0.8764436780806191,-0.029491853329384,-0.1749081631865319,0.1167028201524933
grims2,0.0003527966889574,3.0,-1,0.3824830216695213,0.4332685345246093,0.4109791895571888,-0.0441117617932814,0.5084929594693479,-0.0280488829023188,0.3669977274671726,0.3179561008909674,-0.0003600361624751
pedro,0.0002908166217536,1.0,-1,0.5078622603013297,-0.1824431213638851,-0.3463969239562846,0.5076578259024275,-0.2205034388967199,0.3261822810525063,-0.3660210028003339,-0.0151626178951211,-0.2046098931918508
pedro,-0.0003470371131242,1.0,-1,-0.3556601813888326,0.2610122522192861,-0.415484874809245,0.1657450139315213,0.1268839499756231,0.2447867658925099,0.3176379761174824,0.1191944771186809,-0.6435511199293553
pedro,0.0136188409089048,1.0,-1,0.2541680020348608,-0.4154627145419672,0.6034592849781959,0.1008712322523847,-0.3051779808612667,0.2472276591831991,-0.3475562435850281,-0.132132693938067,-0.3097446346823256
pedro,0.0039852120497608,1.0,-1,0.266239629993994,-0.355918501851714,0.5283185998674431,-0.3831549747326284,-0.3173427100484247,0.1830052813991528,-0.3207022945894603,0.331585068378286,-0.1717971299667043
pedro,0.0002518050856853,1.0,-1,0.2247158017034843,-0.2868056234220462,-0.2762463946852761,-0.3308091460617753,-0.0872125368959907,-0.5857685183112951,-0.1891483825429658,-0.1530997633842017,0.5211056988175763
pedro,0.0005167063604433,1.0,7,-0.419653693517548,0.5220855371391719,0.3400238108163703,0.2751342899715918,-0.206950818970384,0.1020394709058693,-0.2040876784904203,0.4912468402858091,-0.1542286169595662
pedro,0.0072166026073403,2.0,-1,0.3770575842527736,0.0741515227799016,-0.4518360219364939,0.6228106766069839,0.0575035251233446,0.2267718579618154,0.3603353903081049,0.0020819334257861,-0.2751402211445838
