Username,Adjective,LogNumber,RSV_1,RSV_2,RSV_3,RSV_4,RSV_5,RSV_6,RSV_7,RSV_8,RSV_9,RSV_10,RSV_11,RSV_12,RSV_13,RSV_14,RSV_15,RSV_16,RSV_17,RSV_18
grims2,0.09147058909322993,1,-0.1393870768100304,-0.1554562136008425,-0.017712583695167546,-0.054222658808929354,0.007126325582931935,-0.02920770850833237,-0.000721621711635792,-0.17794071896601743,0.039901158115712924,-0.04977477032799573,0.06096977301582582,-0.16700924511428297,-0.03341630844815829,-0.4736730955391435,-0.012918133333422293,0.5513991051604833,0.28032017082036553,0.5259604064874025
grims2,0.05459282280905961,1,-0.1393870768100304,-0.1554562136008425,-0.017712583695167546,-0.054222658808929354,0.007126325582931935,-0.02920770850833237,-0.000721621711635792,-0.17794071896601743,0.039901158115712924,-0.04977477032799573,0.06096977301582582,-0.16700924511428297,-0.03341630844815829,-0.4736730955391435,-0.012918133333422293,0.5513991051604833,0.28032017082036553,0.5259604064874025
grims2,-0.016882592180555073,1,-0.1393870768100304,-0.1554562136008425,-0.017712583695167546,-0.054222658808929354,0.007126325582931935,-0.02920770850833237,-0.000721621711635792,-0.17794071896601743,0.039901158115712924,-0.04977477032799573,0.06096977301582582,-0.16700924511428297,-0.03341630844815829,-0.4736730955391435,-0.012918133333422293,0.5513991051604833,0.28032017082036553,0.5259604064874025
grims2,-0.22895136532710716,1,-0.2755008508418215,0.21294611888537585,0.18453323871621102,0.010684027465943616,0.25976918362182305,-0.22390841940608897,-0.294635132549078,0.1145044019932916,0.21452864359597953,-0.01451212226615752,0.2114626022414591,0.023307792886979647,-0.2646661689399474,0.31376789960817125,-0.3506033119986337,-0.25694862943695435,0.2107953440947738,-0.36562163383876556
grims2,0.034738523032015946,2,-0.2961094428753413,0.23579912843070783,0.22892923650106034,0.013200892153671559,0.21235795619266387,-0.19498345529182756,-0.29577385982747556,0.1628176465479548,0.1981750036465508,0.25396510070129985,0.22327197557003625,0.08420804858319868,-0.31993362687945853,0.33442357397672967,-0.2911565801035095,-0.22509721011557052,0.24435223062959888,0.19227675432539768
grims2,-0.09314688755420109,2,-0.2961094428753413,0.23579912843070783,0.22892923650106034,0.013200892153671559,0.21235795619266387,-0.19498345529182756,-0.29577385982747556,0.1628176465479548,0.1981750036465508,0.25396510070129985,0.22327197557003625,0.08420804858319868,-0.31993362687945853,0.33442357397672967,-0.2911565801035095,-0.22509721011557052,0.24435223062959888,0.19227675432539768
grims2,-0.2501785688471739,2,-0.2961094428753413,0.23579912843070783,0.22892923650106034,0.013200892153671559,0.21235795619266387,-0.19498345529182756,-0.29577385982747556,0.1628176465479548,0.1981750036465508,0.25396510070129985,0.22327197557003625,0.08420804858319868,-0.31993362687945853,0.33442357397672967,-0.2911565801035095,-0.22509721011557052,0.24435223062959888,0.19227675432539768
grims2,-0.15824080722207595,2,0.38348594804693953,0.16974366201695856,-0.16800571996419444,0.034127665507029316,-0.10483427518382257,0.04549505671332994,0.14772241248327958,0.16221081232742887,-0.16253999849934825,-0.051255206103825376,-0.13785313521398196,0.05938144991285332,0.16049891608777725,0.1896745833987574,0.04448922305776607,-0.17992645240756705,-0.3192823824700004,-0.6956538749534021
grims2,-0.22199675910469616,2,0.38348594804693953,0.16974366201695856,-0.16800571996419444,0.034127665507029316,-0.10483427518382257,0.04549505671332994,0.14772241248327958,0.16221081232742887,-0.16253999849934825,-0.051255206103825376,-0.13785313521398196,0.05938144991285332,0.16049891608777725,0.1896745833987574,0.04448922305776607,-0.17992645240756705,-0.3192823824700004,-0.6956538749534021
grims2,-0.1343128627445557,2,0.0018773172130334868,-0.34877145073384425,-0.2431165156421345,0.1872980459643601,-0.08993722825265221,0.11647880854554125,0.175867012762299,-0.4351615494022266,-0.06854607041403744,-0.059079137857783064,0.18290341417854822,-0.4747683304974893,0.19532200655657886,-0.09152008702832157,0.19291839340435915,0.3298944884686155,-0.23310977776427633,-0.16809449292075368
grims2,-0.22837045264824596,2,0.0018773172130334868,-0.34877145073384425,-0.2431165156421345,0.1872980459643601,-0.08993722825265221,0.11647880854554125,0.175867012762299,-0.4351615494022266,-0.06854607041403744,-0.059079137857783064,0.18290341417854822,-0.4747683304974893,0.19532200655657886,-0.09152008702832157,0.19291839340435915,0.3298944884686155,-0.23310977776427633,-0.16809449292075368
grims2,-0.11230637314727984,2,-0.07895392262626486,-0.4454250934823434,-0.20008228814896023,0.23349367577239066,0.009676667943133379,0.35659116549569836,0.25869690653779936,-0.42316870201392226,0.31727410991904664,-0.11233599945058143,-0.05736756938355018,-0.02603334428528709,-0.026330412557489514,0.07766443521585192,0.3687558169186416,0.07574694327935602,0.05310656136302629,0.24299996702432056
grims2,-0.2057910841195935,2,-0.07895392262626486,-0.4454250934823434,-0.20008228814896023,0.23349367577239066,0.009676667943133379,0.35659116549569836,0.25869690653779936,-0.42316870201392226,0.31727410991904664,-0.11233599945058143,-0.05736756938355018,-0.02603334428528709,-0.026330412557489514,0.07766443521585192,0.3687558169186416,0.07574694327935602,0.05310656136302629,0.24299996702432056
grims2,-0.15791358747491155,2,-0.340861235211918,0.14876839072817694,0.16269106322744245,0.016618523895417764,0.3260837960783845,-0.2866588703477938,-0.3109598847869488,0.09608464988860163,0.23292919803567114,-0.07069576719292572,0.24620141214744573,0.019199474362538202,-0.31391454178965134,0.2668507619710682,-0.3208319311241724,-0.23267094251172388,0.2785988716175692,0.12581420230842444
grims2,-0.20683988250361254,2,-0.340861235211918,0.14876839072817694,0.16269106322744245,0.016618523895417764,0.3260837960783845,-0.2866588703477938,-0.3109598847869488,0.09608464988860163,0.23292919803567114,-0.07069576719292572,0.24620141214744573,0.019199474362538202,-0.31391454178965134,0.2668507619710682,-0.3208319311241724,-0.23267094251172388,0.2785988716175692,0.12581420230842444
grims2,0.03824748705777199,3,-0.32887795324040625,0.14340711394010142,0.2529913537688931,0.01046065802184917,0.26467879281286644,-0.2305067036111029,-0.2941115171913886,0.1171105666450956,0.22810784237836151,0.3750164526881275,0.24939888471911115,0.04370434634956197,-0.29319987915373774,0.2063413794132277,-0.26638592809424166,-0.1702683573253015,0.3063269616735196,0.06813698842332794
grims2,-0.09914116365142786,3,-0.32887795324040625,0.14340711394010142,0.2529913537688931,0.01046065802184917,0.26467879281286644,-0.2305067036111029,-0.2941115171913886,0.1171105666450956,0.22810784237836151,0.3750164526881275,0.24939888471911115,0.04370434634956197,-0.29319987915373774,0.2063413794132277,-0.26638592809424166,-0.1702683573253015,0.3063269616735196,0.06813698842332794
grims2,-0.25143894405967027,3,-0.32887795324040625,0.14340711394010142,0.2529913537688931,0.01046065802184917,0.26467879281286644,-0.2305067036111029,-0.2941115171913886,0.1171105666450956,0.22810784237836151,0.3750164526881275,0.24939888471911115,0.04370434634956197,-0.29319987915373774,0.2063413794132277,-0.26638592809424166,-0.1702683573253015,0.3063269616735196,0.06813698842332794
grims2,-0.19942565823161346,3,0.4321753156800153,0.009566991393761937,-0.39197114162083296,0.07942162027909809,-0.29657088186602887,0.28981875563035764,0.1640865615501051,0.0780767703812384,-0.29886616382294084,-0.007183472841543471,-0.2890179208753989,0.12448874835117182,0.2818576407048625,0.0840941067484789,-0.036510684741896955,0.01017751077080019,-0.34239656857790585,0.23372046357576756
