Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
grims2,sphereActivity,0.75,standard,1,1
grims2,sphereActivity,0.75,standard,2,2
grims2,sphereActivity,0.75,standard,3,3
grims2,sphereActivity,0.75,standard,4,3
grims2,sphereActivity,0.75,standard,5,4
grims2,sphereActivity,0.75,standard,6,4
grims2,sphereActivity,0.75,standard,7,4
grims2,sphereActivity,0.75,standard,8,3
grims2,sphereActivity,0.75,standard,9,3
grims2,sphereActivity,0.75,standard,10,3
pedro,sphereActivity,0.75,standard,1,2
pedro,sphereActivity,0.75,standard,3,3
pedro,sphereActivity,0.75,standard,4,3
xxx,sphereActivity,0.75,standard,1,6
xxx,sphereActivity,0.75,standard,2,3
xxx,sphereActivity,0.75,standard,3,3
xxx,sphereActivity,0.75,standard,4,3
xxx,sphereActivity,0.75,standard,5,3
xxx,sphereActivity,0.75,standard,6,4
slasto,sphereActivity,0.75,standard,2,5
slasto,sphereActivity,0.75,standard,3,7
slasto,sphereActivity,0.75,standard,4,6
slasto,sphereActivity,0.75,standard,6,6
slasto,sphereActivity,0.75,standard,7,5
slasto,sphereActivity,0.75,standard,8,2
minestra,sphereActivity,0.75,standard,1,3
minestra,sphereActivity,0.75,standard,2,2
minestra,sphereActivity,0.75,standard,3,3
minestra,sphereActivity,0.75,standard,4,3
minestra,sphereActivity,0.75,standard,5,3
minestra,sphereActivity,0.75,standard,6,4
dan,sphereActivity,0.75,standard,1,9
dan,sphereActivity,0.75,standard,2,3
dan,sphereActivity,0.75,standard,3,8
dan,sphereActivity,0.75,standard,4,3
dan,sphereActivity,0.75,standard,5,6
pabluccio,sphereActivity,0.75,standard,1,7
pabluccio,sphereActivity,0.75,standard,2,8
pabluccio,sphereActivity,0.75,standard,3,6
pabluccio,sphereActivity,0.75,standard,4,7
SADAX,sphereActivity,0.75,standard,1,3
SADAX,sphereActivity,0.75,standard,2,3
SADAX,sphereActivity,0.75,standard,3,4
grims,sphereActivity,0.75,standard,1,5
grims,sphereActivity,0.75,standard,2,2
grims,sphereActivity,0.75,standard,3,5
grims,sphereActivity,0.75,standard,4,3
grims,sphereActivity,0.75,standard,5,3
grims,sphereActivity,0.75,standard,6,3
Pa0l0l0,sphereActivity,0.75,standard,1,2
Pa0l0l0,sphereActivity,0.75,standard,2,4
Pa0l0l0,sphereActivity,0.75,standard,3,4
Pa0l0l0,sphereActivity,0.75,standard,4,5
Pa0l0l0,sphereActivity,0.75,standard,5,1
Pa0l0l0,sphereActivity,0.75,standard,6,3
peppe,sphereActivity,0.75,standard,1,6
peppe,sphereActivity,0.75,standard,2,6
peppe,sphereActivity,0.75,standard,3,5
bigw,sphereActivity,0.75,standard,1,3
bigw,sphereActivity,0.75,standard,2,7
bigw,sphereActivity,0.75,standard,3,3
bigw,sphereActivity,0.75,standard,4,4
bigw,sphereActivity,0.75,standard,5,3
bigw,sphereActivity,0.75,standard,7,3
qwe,sphereActivity,0.75,standard,1,2
qwe,sphereActivity,0.75,standard,2,8
qwe,sphereActivity,0.75,standard,3,6
qwe,sphereActivity,0.75,standard,4,5
qwe,sphereActivity,0.75,standard,6,7
ocran,sphereActivity,0.75,standard,1,4
ocran,sphereActivity,0.75,standard,2,3
ocran,sphereActivity,0.75,standard,3,7
