Username,Adjective,LogNumber,Label,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
grims2,0.006011202378735,1.0,4,0.2844523811627794,0.3748121104808936,-0.1421215228502436,0.2588626606079157,-0.0239522808509611,0.2552154580270441,0.1741962648200909,0.2552021783627057,0.1263443661032451,0.1537468570875204,0.1719403251417497,0.1337934223343081,-0.4304609512870878,0.2479442341813046,0.2576295101636539,-0.1181858606573144,0.250942200885658,-0.2303523685628049
grims2,-0.0004203093376408,1.0,0,-0.2642358808179142,-0.3203773033809227,0.2426823929117593,-0.2744972927572708,-0.1201927110215892,-0.1875258262340472,0.1364035762051589,-0.4651035853375339,-0.4504608928246775,-0.0579710421903577,0.0869697686961735,-0.1479856495218434,-0.2879041340678815,-0.1306475544022472,-0.0377614185400724,-0.1269821701192416,0.2331211127220675,-0.0340910113539372
grims2,0.0015217184430263,1.0,1,-0.3934727597900403,-0.3096424961015301,0.1201597176712517,-0.262439393333847,-0.1025631209508706,-0.1852035198080977,0.0023410359852396,-0.3183455691991318,-0.2105044164045148,-0.0788915671882578,0.1918893135344656,-0.1157280191196289,0.1039957618113654,-0.3484021988808437,-0.4644670038408275,0.1270734612997505,0.195220023473937,0.1299276620834752
grims2,0.0002053371307915,1.0,1,-0.3271996018581045,-0.2470447430243308,0.1219858828300933,-0.2734016050898896,-0.0925190399731851,-0.1856267196091717,0.0284249160769254,-0.1647237638264138,-0.2487914557506162,0.4600934807490827,0.1662825342679878,0.0072776979696662,0.0526612345533764,-0.310366900970931,-0.4091601963407704,0.2489335540783757,0.1736987284608875,0.1066924687996702
grims2,0.0064210531674714,1.0,1,-0.2335204724311832,-0.2100843880967675,0.0950421914880111,-0.2984086852334405,-0.0912435299882186,-0.1659135215851138,0.1865853069424022,-0.3253487525362748,-0.4669654195809049,0.1510630140198055,0.0500655369880671,-0.0760789964606714,0.1137744033078454,0.0654162397921528,-0.1851833203762612,0.543359687064518,0.1744847896274073,-0.018990775363591
grims2,0.000132034064912,1.0,2,-0.1964902164300639,-0.2499355955497026,-0.0768907190013201,-0.2370493415243584,0.0067351045123335,0.0478095655888363,-0.2393412776992226,0.2694627513763469,0.237928132251015,-0.1013164911839233,-0.1110029817959058,0.2291919873420241,0.4568072259879858,-0.4744574924984396,-0.3419200968617373,-0.0529926705734798,0.1157567105662168,0.0772546432667022
grims2,0.0081829481169962,1.0,-1,-0.1293191681746961,-0.0717626162501179,-0.008568329867159,0.0440437102608449,0.8668316483579019,-0.0958260315928409,-0.1994552112099731,-0.2033188816277706,-0.1453674151275861,-0.0221681548771949,0.1361548399952228,-0.0770764277690811,0.1573965293815933,0.0142653895977279,-0.0123279181001711,-0.029068936677063,-0.1986569021676585,-0.1512348777970236
grims2,0.0015348673960014,1.0,3,0.0661436123797609,0.0826909357961119,-0.4486349571606783,0.2507224682838234,-0.0414730565435998,0.2422982391091321,-0.2805829002988546,0.1654585478487781,0.2024930640928448,-0.0810010037157943,-0.3919276887572649,-0.2837265467241083,-0.1938790419723367,0.1389936127851004,0.0766102434636975,-0.0844980537082766,-0.3116059259320672,0.3308052655088059
grims2,-0.0008289753459385,1.0,4,0.4286345553739084,0.4420809547463821,-0.0481403854881103,0.2580455238905016,0.0900015771479719,-0.1471389116256242,0.3386037801090648,0.1764413936730137,0.173575626493863,-0.1074524003945137,0.1683968781706353,0.0671250942672523,-0.276513353847198,0.2181237309694787,0.2743424073132486,-0.1034211459518883,-0.2207810258627969,-0.2076494120279143
grims2,0.0075694914936351,2.0,4,0.3809631222477828,0.3875812381865117,-0.1028183945884197,0.244342922182024,0.0341203949058371,0.152336539163138,0.2735328306765394,0.2883901387682626,0.2137696516457026,0.2302385930184062,0.193432529278163,0.1385950685010791,-0.2736579973316861,0.2081818492284828,0.2708363489000115,-0.0937672614533361,-0.264436345472292,-0.162423807852655
